0.06029,0.03789,-0.00010 
0.44980,0.03789,0.00177 
0.83957,0.03789,0.00325 
1.22908,0.03789,0.00443 
1.61860,0.03789,0.00600 
2.00837,0.03789,0.00728 
2.39788,0.03789,0.00906 
2.78740,0.03802,0.01024 
3.17717,0.03802,0.01152 
3.56668,0.03789,0.01250 
3.95620,0.03789,0.01319 
4.34596,0.03789,0.01378 
4.73548,0.03789,0.01388 
5.12500,0.03789,0.01368 
5.51476,0.03789,0.01348 
5.90428,0.03789,0.01289 
6.29380,0.03789,0.01220 
6.68356,0.03789,0.01132 
7.07308,0.03789,0.01024 
7.46260,0.03789,0.00876 
7.85236,0.03789,0.00709 
8.24188,0.03789,0.00541 
8.24200,0.42557,0.00689 
7.85236,0.42557,0.00856 
7.46284,0.42557,0.01004 
7.07320,0.42557,0.01142 
6.68381,0.42544,0.01250 
6.29405,0.42544,0.01348 
5.90453,0.42544,0.01417 
5.51501,0.42557,0.01457 
5.12525,0.42544,0.01467 
4.73573,0.42544,0.01467 
4.34621,0.42544,0.01457 
3.95645,0.42544,0.01407 
3.56693,0.42544,0.01329 
3.17741,0.42544,0.01250 
2.78765,0.42557,0.01122 
2.39813,0.42544,0.00984 
2.00861,0.42557,0.00827 
1.61885,0.42557,0.00699 
1.22921,0.42557,0.00531 
0.83981,0.42544,0.00384 
0.45005,0.42544,0.00207 
0.06029,0.42544,0.00030 
0.06029,0.81299,0.00039 
0.44980,0.81312,0.00236 
0.83957,0.81312,0.00423 
1.22921,0.81324,0.00600 
1.61860,0.81312,0.00758 
2.00837,0.81312,0.00915 
2.39788,0.81312,0.01073 
2.78740,0.81312,0.01201 
3.17717,0.81312,0.01358 
3.56668,0.81312,0.01437 
3.95620,0.81312,0.01496 
4.34596,0.81324,0.01565 
4.73548,0.81312,0.01585 
5.12500,0.81312,0.01604 
5.51476,0.81312,0.01585 
5.90428,0.81312,0.01585 
6.29380,0.81312,0.01506 
6.68356,0.81312,0.01417 
7.07308,0.81312,0.01309 
7.46260,0.81312,0.01181 
7.85236,0.81312,0.01043 
8.24188,0.81312,0.00866 
8.24200,1.20079,0.00935 
7.85236,1.20066,0.01112 
7.46284,1.20066,0.01240 
7.07333,1.20066,0.01378 
6.68381,1.20066,0.01496 
6.29405,1.20066,0.01585 
5.90453,1.20066,0.01634 
5.51501,1.20066,0.01644 
5.12525,1.20066,0.01634 
4.73561,1.20079,0.01624 
4.34621,1.20066,0.01575 
3.95645,1.20066,0.01516 
3.56693,1.20066,0.01447 
3.17741,1.20066,0.01388 
2.78765,1.20066,0.01220 
2.39813,1.20066,0.01112 
2.00861,1.20066,0.00915 
1.61885,1.20066,0.00787 
1.22933,1.20066,0.00581 
0.83981,1.20066,0.00394 
0.45017,1.20079,0.00197 
0.06029,1.20066,-0.00039 
0.06029,1.58821,-0.00098 
0.44980,1.58834,0.00157 
0.83957,1.58846,0.00384 
1.22908,1.58834,0.00571 
1.61860,1.58834,0.00787 
2.00837,1.58834,0.00945 
2.39801,1.58846,0.01152 
2.78740,1.58834,0.01260 
3.17717,1.58834,0.01407 
3.56668,1.58834,0.01486 
3.95620,1.58834,0.01555 
4.34596,1.58834,0.01624 
4.73548,1.58834,0.01673 
5.12500,1.58834,0.01703 
5.51476,1.58834,0.01703 
5.90428,1.58834,0.01703 
6.29380,1.58834,0.01683 
6.68356,1.58834,0.01604 
7.07308,1.58834,0.01496 
7.46260,1.58834,0.01368 
7.85236,1.58834,0.01230 
8.24188,1.58834,0.01053 
8.24188,1.97589,0.01083 
7.85236,1.97589,0.01270 
7.46284,1.97601,0.01407 
7.07333,1.97589,0.01526 
6.68381,1.97589,0.01624 
6.29405,1.97589,0.01693 
5.90453,1.97589,0.01752 
5.51501,1.97589,0.01752 
5.12525,1.97589,0.01732 
4.73573,1.97589,0.01713 
4.34621,1.97589,0.01663 
3.95645,1.97589,0.01575 
3.56693,1.97589,0.01506 
3.17741,1.97589,0.01417 
2.78765,1.97589,0.01289 
2.39801,1.97601,0.01181 
2.00861,1.97589,0.00974 
1.61885,1.97601,0.00827 
1.22933,1.97589,0.00591 
0.83981,1.97589,0.00374 
0.45005,1.97589,0.00118 
0.06029,1.97601,-0.00167 
0.06029,2.36344,-0.00246 
0.44980,2.36368,0.00059 
0.83957,2.36356,0.00354 
1.22921,2.36368,0.00591 
1.61860,2.36356,0.00797 
2.00837,2.36356,0.00965 
2.39801,2.36368,0.01161 
2.78740,2.36356,0.01289 
3.17717,2.36356,0.01417 
3.56668,2.36356,0.01506 
3.95620,2.36368,0.01604 
4.34596,2.36356,0.01693 
4.73548,2.36356,0.01742 
5.12500,2.36356,0.01781 
5.51476,2.36356,0.01791 
5.90428,2.36356,0.01791 
6.29380,2.36356,0.01742 
6.68356,2.36356,0.01673 
7.07308,2.36356,0.01575 
7.46260,2.36356,0.01467 
7.85236,2.36368,0.01329 
8.24188,2.36356,0.01142 
8.24188,2.75111,0.01122 
7.85236,2.75111,0.01299 
7.46284,2.75111,0.01427 
7.07333,2.75111,0.01555 
6.68381,2.75111,0.01644 
6.29405,2.75111,0.01713 
5.90453,2.75111,0.01752 
5.51501,2.75123,0.01772 
5.12525,2.75111,0.01762 
4.73573,2.75111,0.01722 
4.34621,2.75111,0.01673 
3.95645,2.75111,0.01585 
3.56681,2.75123,0.01476 
3.17741,2.75123,0.01398 
