2.78765,2.75111,0.01250 
2.39813,2.75111,0.01142 
2.00861,2.75111,0.00945 
1.61885,2.75111,0.00768 
1.22933,2.75111,0.00571 
0.83981,2.75111,0.00335 
0.45017,2.75123,0.00039 
0.06029,2.75111,-0.00335 
0.06029,3.13866,-0.00344 
0.44980,3.13890,0.00020 
0.83957,3.13878,0.00325 
1.22921,3.13890,0.00531 
1.61860,3.13878,0.00748 
2.00837,3.13878,0.00925 
2.39788,3.13878,0.01112 
2.78740,3.13878,0.01220 
3.17717,3.13878,0.01368 
3.56668,3.13878,0.01457 
3.95620,3.13878,0.01565 
4.34596,3.13878,0.01663 
4.73548,3.13878,0.01693 
5.12500,3.13878,0.01732 
5.51476,3.13878,0.01742 
5.90428,3.13878,0.01732 
6.29380,3.13878,0.01703 
6.68356,3.13890,0.01654 
7.07308,3.13878,0.01555 
7.46260,3.13878,0.01427 
7.85236,3.13878,0.01289 
8.24200,3.13890,0.01152 
8.24200,3.52645,0.01152 
7.85236,3.52633,0.01280 
7.46284,3.52633,0.01407 
7.07333,3.52633,0.01506 
6.68381,3.52633,0.01594 
6.29405,3.52633,0.01663 
5.90453,3.52633,0.01693 
5.51501,3.52633,0.01722 
5.12525,3.52633,0.01693 
4.73573,3.52633,0.01673 
4.34621,3.52633,0.01624 
3.95645,3.52633,0.01545 
3.56693,3.52633,0.01437 
3.17741,3.52633,0.01299 
2.78765,3.52645,0.01191 
2.39813,3.52633,0.01053 
2.00861,3.52633,0.00896 
1.61885,3.52633,0.00748 
1.22921,3.52645,0.00522 
0.83981,3.52633,0.00315 
0.45017,3.52645,0.00030 
0.06029,3.52633,-0.00305 
0.06029,3.91388,-0.00236 
0.44980,3.91400,0.00039 
0.83957,3.91412,0.00305 
1.22908,3.91400,0.00502 
1.61860,3.91400,0.00709 
2.00837,3.91412,0.00846 
2.39788,3.91400,0.00984 
2.78740,3.91412,0.01142 
3.17717,3.91400,0.01250 
3.56681,3.91412,0.01388 
3.95620,3.91400,0.01467 
4.34596,3.91400,0.01585 
4.73548,3.91400,0.01624 
5.12500,3.91400,0.01663 
5.51476,3.91400,0.01663 
5.90428,3.91400,0.01663 
6.29380,3.91400,0.01614 
6.68356,3.91412,0.01565 
7.07308,3.91400,0.01457 
7.46260,3.91400,0.01358 
7.85236,3.91400,0.01240 
8.24188,3.91400,0.01112 
8.24188,4.30155,0.01083 
7.85236,4.30155,0.01191 
7.46284,4.30155,0.01289 
7.07333,4.30155,0.01398 
6.68381,4.30155,0.01496 
6.29405,4.30155,0.01545 
5.90453,4.30155,0.01594 
5.51501,4.30155,0.01604 
5.12525,4.30155,0.01575 
4.73573,4.30155,0.01545 
4.34621,4.30155,0.01486 
3.95645,4.30155,0.01398 
3.56693,4.30155,0.01299 
3.17741,4.30155,0.01181 
2.78765,4.30155,0.01073 
2.39801,4.30167,0.00925 
2.00861,4.30167,0.00807 
1.61885,4.30155,0.00669 
1.22933,4.30155,0.00482 
0.83981,4.30155,0.00305 
0.45017,4.30167,0.00049 
0.06029,4.30155,-0.00207 
0.06029,4.68910,-0.00177 
0.44980,4.68935,0.00059 
0.83957,4.68922,0.00266 
1.22908,4.68922,0.00413 
1.61860,4.68935,0.00610 
2.00837,4.68922,0.00709 
2.39801,4.68935,0.00837 
2.78740,4.68922,0.00955 
3.17717,4.68922,0.01073 
3.56668,4.68922,0.01181 
3.95620,4.68935,0.01289 
4.34596,4.68922,0.01388 
4.73548,4.68922,0.01427 
5.12500,4.68935,0.01467 
5.51476,4.68922,0.01506 
5.90428,4.68922,0.01496 
6.29380,4.68935,0.01447 
6.68356,4.68922,0.01378 
7.07308,4.68922,0.01299 
7.46260,4.68922,0.01211 
7.85236,4.68922,0.01132 
8.24188,4.68922,0.01043 
8.24188,5.07677,0.00974 
7.85236,5.07677,0.01053 
7.46284,5.07677,0.01122 
7.07333,5.07677,0.01191 
6.68381,5.07677,0.01260 
6.29405,5.07677,0.01309 
5.90453,5.07677,0.01368 
5.51501,5.07677,0.01378 
5.12525,5.07677,0.01358 
4.73573,5.07677,0.01309 
4.34621,5.07677,0.01260 
3.95645,5.07689,0.01152 
3.56693,5.07677,0.01063 
3.17741,5.07677,0.00925 
2.78765,5.07689,0.00827 
2.39813,5.07677,0.00709 
2.00861,5.07689,0.00610 
1.61885,5.07689,0.00522 
1.22921,5.07689,0.00354 
0.83981,5.07677,0.00197 
0.45005,5.07677,0.00020 
0.06029,5.07677,-0.00197 
0.06029,5.46432,-0.00187 
0.44980,5.46457,-0.00010 
0.83957,5.46444,0.00138 
1.22921,5.46457,0.00276 
1.61860,5.46444,0.00404 
2.00837,5.46457,0.00482 
2.39788,5.46444,0.00581 
2.78740,5.46444,0.00669 
3.17717,5.46457,0.00787 
3.56668,5.46444,0.00915 
3.95620,5.46444,0.01024 
4.34596,5.46444,0.01132 
4.73548,5.46444,0.01201 
5.12500,5.46444,0.01250 
5.51476,5.46444,0.01260 
5.90428,5.46444,0.01230 
6.29380,5.46444,0.01181 
6.68356,5.46444,0.01102 
7.07308,5.46444,0.01083 
7.46260,5.46444,0.01033 
7.85236,5.46444,0.00984 
8.24188,5.46444,0.00915 
